,week1,week2,week3,week4,week5,week6,week7,week8,week9,week10
u45,0.08833922261484099,0.19650800458056364,0.20849757384499845,0.20812676525048424,0.15108715703022865,0.17454854102896555,0.12897235641701535,0.15585360508437432,0.11661442006269593,0.1600316243994405
u46,0.20889251954720503,0.24936665055224902,0.24931139778931863,0.21614877203974184,0.31190245804569483,0.30599233804105436,0.28147502510117467,0.23135508735582253,0.3224448303613029,0.0
u47,0.17129140239605356,0.21069463988742484,0.17668271365889188,0.20628045479155388,0.17102066652980222,0.1479071746414452,0.17643467643467645,0.15330548888819623,0.19068422940008573,0.2501924039661369
u49,0.29559037604318306,0.1838802616184679,0.1348923749724167,0.17002706521999472,0.17034393093138425,0.1773520568241241,0.22310690189833635,0.18332864627274525,0.18658156449458216,0.20191485932049258
u50,0.09370767494356659,0.05901345038584091,0.04367976606652483,0.0522383383224152,0.03982890459903759,0.023797071129707113,0.04222165537280823,0.05379441727554683,0.0,0.17294411050006395
u51,0.18711060336603577,0.18687088789693032,0.16160184363825916,0.124626045763913,0.14436369701446305,0.20894638183490133,0.17077448408046297,0.14602934141285281,0.1900875930353822,0.17064414159810756
u52,0.1698680429924444,0.07790938041231353,0.08970195652425142,0.09388455210557636,0.10735458961265412,0.14062571994655118,0.09116448528389678,0.10872242060604703,0.11612504415400918,0.08246179506829554
u53,0.1336539107566203,0.12186509510454656,0.10114992642650826,0.11192540117239662,0.10204528853177502,0.18319188953621726,0.15992604084755488,0.06135200494910298,0.051998681802564874,0.06310747992675024
u54,0.25738044380602376,0.13209799742015754,0.18878974570240814,0.13052074857607812,0.05767871361411051,0.16664931955973042,0.20709920889088926,0.0,0.0,0.16818651283472302
u56,0.3642509004578098,0.23690394727364403,0.1766322250298133,0.19938844414244156,0.20554007247860812,0.16083196764182853,0.0,0.2051963522428101,0.19453106878688695,0.25686144311642317
u57,0.3330487958466856,0.3531480278630143,0.2688476697399784,0.27200573398121697,0.2613830836846354,0.2725247534599151,0.35080302988827583,0.32045431426677284,0.2791678868534366,0.2524017804970268
u58,0.1746063204929552,0.21631559766763847,0.30206948927283084,0.16018874056598095,0.05506749643216433,0.02812530924410139,0.18185983096444097,0.22150580855171687,0.2289164898941533,0.167700918415553
u59,0.45506253707608635,0.35667132283837943,0.29678049232861753,0.237905422646428,0.2507426763129425,0.3278599554277664,0.4217451027622439,0.3302683713669252,0.5478330152824488,0.3868363699367146
