,week1,week2,week3,week4,week5,week6,week7,week8,week9,week10
u31,0.03656821378340366,0.03535479281522319,0.04454257987133355,0.03505010986655233,0.03048662015366952,0.028628138187540234,0.0567347532165443,0.027702448210922787,0.04323801333046657,0.04766193280221683
u32,0.053377882813136664,0.033987410767661846,0.050883104062493294,0.06548427079029688,0.0847743648084945,0.05577884958913898,0.046079209349300244,0.09112337819324684,0.07414535789570159,0.06120536357956457
u33,0.05208993511392787,0.0431950996268394,0.03491990523002935,0.03851742913668435,0.05433994304211699,0.04376497752278333,0.05541349959718379,0.020314279207469824,0.06702412868632708,0.007475365273530411
u34,0.05900785594492012,0.054145337484827694,0.03134399568527392,0.036210806862883284,0.010322191552040083,0.046776331176424726,0.021986075485525832,0.0247942048073757,0.02631974733042563,0.041294955955787464
u35,0.014859025770151389,0.02517966833139019,0.03197486691683393,0.04043829898252022,0.026890169373144753,0.02193234194277763,0.0185118030012606,0.006865109401679312,0.006369949598594671,0.023147587076132535
u36,0.04003691798478724,0.028069682988017753,0.031190513613104907,0.05885389778007228,0.045699632927621754,0.04518812629986765,0.04004353703281077,0.0206222285541289,0.029876977152899824,0.032504592774035515
u39,0.004244372990353698,0.002817290429498688,0.0032369006676107627,0.0025233452348255975,0.004351773582542813,0.0,0.0,0.0,0.0,0.0
u41,0.027565886397119006,0.026896002125116218,0.025623254581405304,0.027241208519068846,0.029972123084571815,0.0321544766975113,0.02485626594043142,0.012491304479327345,0.03150588785775559,0.01309858612320376
u42,0.0,0.03286323013688299,0.02216552107199889,0.037544115857368866,0.015516004954690658,0.022807691530015974,0.011526272229960234,0.015211415106689358,0.007980107557971433,0.0
u43,0.0,0.06664477369752932,0.04707434278714784,0.05870108243130724,0.051999212133149494,0.048547287281351915,0.032074444389447114,0.03606782905164937,0.04200809794659211,0.0385213489136713
u44,0.0,0.017892837043218382,0.019373899210272143,0.02251354797577303,0.023273976882224306,0.014348194374816325,0.008245700067200639,0.012693204386495122,0.010022214186082554,0.008633840760816644
u45,0.0,0.03537406831679222,0.02621231979030144,0.01628913209468058,0.011532062915910466,0.016672136527732195,0.026815164718817446,0.02323621478449314,0.01448483192128997,0.011577331457080722
u46,0.17796610169491525,0.07422133863485753,0.08034292055196607,0.09041614123581336,0.0819783990330253,0.08511209043878137,0.09508422887017136,0.09250492733334562,0.08754274276500515,0.0
u47,0.025385535150381704,0.01803389127843706,0.015210478857197096,0.01625260870808199,0.011981523599615466,0.020046856507982512,0.006437768240343348,0.020486977817548158,0.05995296681866414,0.08014488170868428
u49,0.047868111636470145,0.04545116693920024,0.046802071178529754,0.04178760211436809,0.038752028047666115,0.044811790479984064,0.052291645772740945,0.0447550446023947,0.03184147661147069,0.04012148545954612
u50,0.02632818017735227,0.020683949255377827,0.013293664442457179,0.016606721850315784,0.011582448360368772,0.0,0.012153531344949463,0.01236675741774722,0.0,0.012434061793519217
u51,0.06323304436511984,0.05927853052102249,0.049455725350638476,0.03967771623053014,0.049784527698616805,0.05523676637307055,0.051531006390898235,0.03748585357360495,0.06167230205691744,0.03621616523625389
u52,0.12225856098499423,0.09390597794544399,0.08287474033310252,0.06407012139215902,0.08951480263157895,0.10555555555555556,0.10962043248197992,0.11145898559799625,0.04968900446287381,0.10911930043722673
u53,0.03620914031998775,0.022351625330658476,0.02957583018232189,0.017979521083608806,0.02094887084716886,0.026661954686456983,0.022170429154788503,0.008344370860927153,0.010555229776858738,0.010066782092505566
u54,0.12612875887664748,0.07612610789590837,0.043251238550094454,0.03494847224733321,0.03429842359918839,0.03991172761664565,0.0754866408236422,0.0,0.0,0.030512249443207125
u56,0.050535615681943674,0.028418635473977837,0.03355576075404638,0.04112516201352156,0.047158108084496705,0.037946842007779216,0.0,0.030934835140694585,0.028844571992615205,0.04274598393574297
u57,0.06015633252350269,0.05629009544672195,0.047491417766599965,0.05214305214305214,0.04875687327597231,0.05288785676829725,0.0634404303263793,0.07565611534946186,0.06726643349078715,0.06911441815076848
u58,0.018472040959743,0.03983107437419914,0.036342601094501784,0.03697235369112279,0.032164150482898085,0.027299677949111693,0.03582576125407505,0.033958535570655944,0.023811574975447544,0.04625206904705604
u59,0.06360509191297299,0.05692743187362215,0.10246295814920718,0.08862426201149891,0.07712978372657563,0.06755163433743126,0.05357176964950817,0.08319867029872109,0.06031772932883008,0.06460041636572206
