uid,week1,week2,week3,week4,week5,week6,week7,week8,week9,week10
u42,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0
u43,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0
u44,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0
u45,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0
u46,6|20|3|0-749|864|0|0,17|19|7|0-750|607|0|0,12|25|6|0-540|1120|0|0,13|22|14|0-753|726|0|0,17|20|10|0-773|206|0|0,15|13|8|0-1087|871|0|0,17|23|15|0-644|674|0|0,12|11|11|0-869|759|0|0,13|7|8|0-794|778|0|0
u47,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0
u49,256|144|96|14-116096|27133|0|0,12|7|9|0-2052|537|0|0,26|18|6|2-7922|3125|0|0,13|17|10|4-1183|799|0|0,8|3|6|0-1151|1085|0|0,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0,4|7|0|0-1926|22|0|0
u50,0|1|3|0-0|4|0|0,0|2|5|0-0|18|0|0,8|12|22|0-118|617|0|0,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0
u51,19|26|6|0-1006|2658|0|0,8|7|8|0-135|107|0|0,2|6|2|0-11|771|0|0,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0
u52,68|82|61|0-5275|9054|0|0,5|0|2|0-178|0|0|0,1|0|1|0-132|0|0|0,0|0|1|0-0|0|0|0,0|0|3|0-0|0|0|0,0|0|4|0-0|0|0|0,2|0|0|0-178|0|0|0,0|2|9|0-0|264|0|0,1|1|6|0-33|28|0|0
u53,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0
u54,58|161|63|0-5168|7536|0|0,6|16|17|0-187|1280|0|0,13|18|12|0-1301|420|0|0,17|33|13|0-1239|1179|0|0,14|23|8|0-1070|839|0|0,4|27|17|0-544|1084|0|0,7|27|5|0-405|563|0|0,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0
u56,34|62|14|0-6632|14830|0|0,0|2|0|0-0|45|0|0,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0
u57,2|4|0|0-74|4|0|0,3|3|0|0-440|445|0|0,0|1|2|0-0|20|0|0,1|0|4|0-81|0|0|0,3|7|4|0-486|552|0|0,1|8|3|2-19|293|0|0,4|4|2|2-218|130|0|0,1|6|0|0-66|420|0|0,3|5|0|3-106|176|0|0
u58,22|20|7|0-4282|2184|0|0,35|33|10|0-5224|2780|0|0,3|10|4|0-237|413|0|0,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0,0|0|0|0-0|0|0|0
u59,5|10|7|0-132|468|0|0,16|31|31|0-649|6757|0|0,15|19|23|0-1991|1083|0|0,12|8|10|0-2247|431|0|0,4|4|7|0-1426|235|0|0,9|11|14|0-1138|1256|0|0,21|48|21|0-1452|3258|0|0,12|34|14|0-1716|2932|0|0,3|6|9|0-527|1639|0|0
